2023-09-01 20:16:48,992 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Current SDK version is 0.15.9
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Configure stats pid to 41269
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Loading settings from /Users/fatmaoztel/.config/wandb/settings
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Loading settings from /Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/settings
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'ctr-prediction', 'entity': 'ftmoztl', 'root_dir': '/Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction', 'run_id': 'p63q2w51', 'sweep_param_path': '/Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/sweep-o05gi869/config-p63q2w51.yaml', 'sweep_id': 'o05gi869'}
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-09-01 20:16:48,993 INFO    Thread-123 (_run_job):41269 [wandb_init.py:_log_setup():524] Logging user logs to /Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/run-20230901_201648-p63q2w51/logs/debug.log
2023-09-01 20:16:48,994 INFO    Thread-123 (_run_job):41269 [wandb_init.py:_log_setup():525] Logging internal logs to /Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/run-20230901_201648-p63q2w51/logs/debug-internal.log
2023-09-01 20:16:48,994 INFO    Thread-123 (_run_job):41269 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x166921290>
2023-09-01 20:16:48,994 INFO    Thread-123 (_run_job):41269 [wandb_init.py:init():564] calling init triggers
2023-09-01 20:16:48,995 INFO    Thread-123 (_run_job):41269 [wandb_init.py:init():571] wandb.init called with sweep_config: {'depth': 3, 'iterations': 162, 'learning_rate': 0.09534881122355102, 'min_data_in_leaf': 68, 'rsm': 0.9839362178209328, 'subsample': 0.9877385008431484}
config: {'_name': 'wandb.config'}
2023-09-01 20:16:48,995 INFO    Thread-123 (_run_job):41269 [wandb_init.py:init():613] starting backend
