2023-09-01 13:53:57,853 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Current SDK version is 0.15.9
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Configure stats pid to 21991
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Loading settings from /Users/fatmaoztel/.config/wandb/settings
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Loading settings from /Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/settings
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'ctr-prediction', 'entity': 'ftmoztl', 'root_dir': '/Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction', 'run_id': '2qrb7zlp', 'sweep_param_path': '/Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/sweep-itizfcqu/config-2qrb7zlp.yaml', 'sweep_id': 'itizfcqu'}
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:_log_setup():524] Logging user logs to /Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/run-20230901_135357-2qrb7zlp/logs/debug.log
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:_log_setup():525] Logging internal logs to /Users/fatmaoztel/Desktop/Fatima Projects/CTR-prediction/CTR-prediction/wandb/run-20230901_135357-2qrb7zlp/logs/debug-internal.log
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x15c2149d0>
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():564] calling init triggers
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():571] wandb.init called with sweep_config: {'depth': 9, 'iterations': 294, 'learning_rate': 0.194711660454394}
config: {'_name': 'wandb.config'}
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():613] starting backend
2023-09-01 13:53:57,854 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():617] setting up manager
2023-09-01 13:53:57,856 INFO    Thread-252 (_run_job):21991 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2023-09-01 13:53:57,856 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():623] backend started and connected
2023-09-01 13:53:57,860 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_config_callback():1282] config_cb None None {'depth': 9, 'iterations': 294, 'learning_rate': 0.194711660454394}
2023-09-01 13:53:57,861 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_label_probe_notebook():1234] probe notebook
2023-09-01 13:53:57,861 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_label_probe_notebook():1244] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-09-01 13:53:57,861 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():714] updated telemetry
2023-09-01 13:53:57,871 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():747] communicating run to backend with 60.0 second timeout
2023-09-01 13:53:58,423 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_on_init():2180] communicating current version
2023-09-01 13:53:58,780 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_on_init():2189] got version response 
2023-09-01 13:53:58,780 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():798] starting run threads in backend
2023-09-01 13:53:58,839 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_console_start():2159] atexit reg
2023-09-01 13:53:58,840 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_redirect():2014] redirect: wrap_raw
2023-09-01 13:53:58,840 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_redirect():2079] Wrapping output streams.
2023-09-01 13:53:58,840 INFO    Thread-252 (_run_job):21991 [wandb_run.py:_redirect():2104] Redirects installed.
2023-09-01 13:53:58,840 INFO    Thread-252 (_run_job):21991 [wandb_init.py:init():839] run started, returning control to user process
